$1,2.00015e-02,2.00088e-02,2.00694e-02,3.58256e+00
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
$2,3.68278e+00,3.68278e+00,7.22153e-02,7.22153e-02
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,2.09999e+00,7.05237e-03,2.09999e+00,7.05237e-03
out,8.00061e-03,8.00351e-03,8.02774e-03,1.43302e+00
