$1,7.01113e-03,7.07091e-03,7.08009e-03,1.36695e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,3.87841e+00,3.87841e+00,1.00001e-02,1.00001e-02
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,2.80445e-03,2.82836e-03,2.83204e-03,5.46778e-01
