$1,4.00814e-03,4.04899e-03,4.06039e-03,6.35451e-01
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
$2,2.63438e+00,2.63438e+00,1.03412e-02,1.03412e-02
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,2.49999e+00,7.06875e-02,2.49999e+00,7.06875e-02
out,1.60326e-03,1.61960e-03,1.62416e-03,2.54180e-01
