$1,4.00435e-03,4.04934e-03,4.01894e-03,7.50398e-01
b,1.93293e-03,5.19961e+00,1.93293e-03,5.19961e+00
$2,2.63438e+00,2.63438e+00,1.03412e-02,1.03412e-02
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,3.78805e+00,6.37935e-02,3.78805e+00,6.37935e-02
out,1.60174e-03,1.61974e-03,1.60758e-03,3.00159e-01
