$1,4.00425e-03,4.04677e-03,4.01894e-03,7.52873e-01
b,1.93293e-03,5.19961e+00,1.93293e-03,5.19961e+00
$2,2.68654e+00,2.68654e+00,1.02050e-02,1.02050e-02
a,2.46170e-02,2.46170e-02,3.52096e-01,3.52096e-01
$3,3.78805e+00,6.37935e-02,3.78805e+00,6.37935e-02
out,1.60170e-03,1.61871e-03,1.60758e-03,3.01149e-01
