$1,7.01105e-03,7.06984e-03,7.08009e-03,1.36695e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,3.89999e+00,3.89999e+00,1.00000e-02,1.00000e-02
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,2.80442e-03,2.82793e-03,2.83204e-03,5.46779e-01
