$1,2.00084e-02,2.05460e-02,2.00534e-02,6.74191e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,2.09995e+00,2.09995e+00,4.01255e-03,4.01255e-03
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,8.00334e-03,8.21840e-03,8.02136e-03,2.69676e+00
