$1,2.00369e-02,2.15472e-02,2.02805e-02,6.46485e+00
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
$2,1.62276e+00,1.62276e+00,4.30807e-02,4.30807e-02
a,2.50000e-02,2.50000e-02,1.81912e-01,1.81912e-01
$3,2.49999e+00,7.06875e-02,2.49999e+00,7.06875e-02
out,8.01475e-03,8.61888e-03,8.11221e-03,2.58594e+00
