$1,2.00037e-02,2.00706e-02,2.00398e-02,3.67747e+00
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
$2,2.09206e+00,2.09206e+00,4.06109e-03,4.06109e-03
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,2.49999e+00,7.06875e-02,2.49999e+00,7.06875e-02
out,8.00150e-03,8.02822e-03,8.01594e-03,1.47099e+00
