$1,7.01830e-03,7.20457e-03,7.08007e-03,1.36128e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,2.63438e+00,2.63438e+00,1.03412e-02,1.03412e-02
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,2.80732e-03,2.88183e-03,2.83203e-03,5.44510e-01
