$1,2.00020e-02,2.01861e-02,2.00078e-02,3.69004e+00
b,1.93293e-03,5.19961e+00,1.93293e-03,5.19961e+00
$2,1.62276e+00,1.62276e+00,1.03134e-02,1.03134e-02
a,2.50000e-02,2.50000e-02,3.52096e-01,3.52096e-01
$3,3.78805e+00,6.37935e-02,3.78805e+00,6.37935e-02
out,8.00079e-03,8.07444e-03,8.00314e-03,1.47602e+00
