$1,2.00237e-02,2.05657e-02,2.02880e-02,6.61745e+00
b,5.35172e-04,4.40000e+00,5.35172e-04,4.40000e+00
$2,2.08125e+00,2.08125e+00,2.72108e-02,2.72108e-02
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,2.50000e+00,7.06875e-02,2.50000e+00,7.06875e-02
out,8.00947e-03,8.22627e-03,8.11520e-03,2.64698e+00
