$1,2.00057e-02,2.01832e-02,2.00393e-02,3.47501e+00
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
$2,1.62276e+00,1.62276e+00,1.31696e-02,1.31696e-02
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,2.49999e+00,7.06875e-02,2.49999e+00,7.06875e-02
out,8.00228e-03,8.07326e-03,8.01571e-03,1.39000e+00
