$1,2.00037e-02,2.00398e-02,2.00696e-02,3.67780e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,2.49999e+00,2.49999e+00,7.06875e-02,7.06875e-02
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,2.09932e+00,4.04448e-03,2.09932e+00,4.04448e-03
out,8.00149e-03,8.01594e-03,8.02785e-03,1.47112e+00
